,block,type,cluster_label,fold,pattern_value
12,Default_SomMot,inter,1,2,0.00012638964121885926
13,Default_Vis,inter,1,2,-0.0004737886195094695
14,DorsAttn_Cont,inter,1,2,0.0012557842720533343
15,DorsAttn_Default,inter,1,2,-0.00039475611072486223
16,DorsAttn_DorsAttn,intra,1,2,0.019180603551364986
17,DorsAttn_Limbic,inter,1,2,-0.0016051368050219344
18,DorsAttn_SalVentAttn,inter,1,2,0.0012772619977133072
19,DorsAttn_SomMot,inter,1,2,0.00177216751925038
20,DorsAttn_Vis,inter,1,2,0.0003183910638977105
21,Limbic_Cont,inter,1,2,-0.0002579834995284696
22,Limbic_Default,inter,1,2,0.00043483623518354416
23,Limbic_DorsAttn,inter,1,2,-0.001605136878985437
24,Limbic_Limbic,intra,1,2,0.04005902383607686
25,Limbic_SalVentAttn,inter,1,2,-0.0005708714608087969
26,Limbic_SomMot,inter,1,2,-0.001899106991233483
27,Limbic_Vis,inter,1,2,-0.0005971190195630125
28,SalVentAttn_Cont,inter,1,2,0.0013616130105572114
29,SalVentAttn_Default,inter,1,2,7.869113965322927e-05
30,SalVentAttn_DorsAttn,inter,1,2,0.0012772619572698305
31,SalVentAttn_Limbic,inter,1,2,-0.0005708715444046977
32,SalVentAttn_SalVentAttn,intra,1,2,0.022585426218728343
33,SalVentAttn_SomMot,inter,1,2,0.002889906840603528
34,SalVentAttn_Vis,inter,1,2,-0.00029466232140840527
35,SomMot_Cont,inter,1,2,0.0003884659663782128
36,SomMot_Default,inter,1,2,0.00012638960271604482
37,SomMot_DorsAttn,inter,1,2,0.0017721674644484496
38,SomMot_Limbic,inter,1,2,-0.0018991067700369433
39,SomMot_SalVentAttn,inter,1,2,0.0028899067956641806
40,SomMot_SomMot,intra,1,2,0.016766239523297012
41,SomMot_Vis,inter,1,2,0.00013505939315394084
42,Vis_Cont,inter,1,2,-0.001024289306676183
43,Vis_Default,inter,1,2,-0.0004737885594230985
44,Vis_DorsAttn,inter,1,2,0.0003183910943671196
45,Vis_Limbic,inter,1,2,-0.0005971190928308713
46,Vis_SalVentAttn,inter,1,2,-0.0002946623303268324
47,Vis_SomMot,inter,1,2,0.0001350593197436325
48,Vis_Vis,intra,1,2,0.019007776438098294
0,Cont_Cont,intra,2,2,0.01941644117357824
1,Cont_Default,inter,2,2,0.0014412533163454427
2,Cont_DorsAttn,inter,2,2,0.0016031343264919552
3,Cont_Limbic,inter,2,2,-0.0001758970399995138
4,Cont_SalVentAttn,inter,2,2,0.001510789346622141
5,Cont_SomMot,inter,2,2,5.140707961043171e-05
6,Cont_Vis,inter,2,2,-0.0010269302247374044
7,Default_Cont,inter,2,2,0.001441253311012485
8,Default_Default,intra,2,2,0.012848465175246085
9,Default_DorsAttn,inter,2,2,-1.8307026302983594e-05
10,Default_Limbic,inter,2,2,0.0004169892725048432
11,Default_SalVentAttn,inter,2,2,0.0004514329323679859
12,Default_SomMot,inter,2,2,-0.00022265116905583775
13,Default_Vis,inter,2,2,-0.0002599516911005652
14,DorsAttn_Cont,inter,2,2,0.0016031342621536972
15,DorsAttn_Default,inter,2,2,-1.830709648826971e-05
16,DorsAttn_DorsAttn,intra,2,2,0.020485540974945447
17,DorsAttn_Limbic,inter,2,2,-0.000723689744180293
18,DorsAttn_SalVentAttn,inter,2,2,0.0018340159551743576
19,DorsAttn_SomMot,inter,2,2,0.001391577261479101
20,DorsAttn_Vis,inter,2,2,0.000977102115295106
21,Limbic_Cont,inter,2,2,-0.00017589700592160102
22,Limbic_Default,inter,2,2,0.00041698932689582176
23,Limbic_DorsAttn,inter,2,2,-0.0007236896547877272
24,Limbic_Limbic,intra,2,2,0.036304718664983214
25,Limbic_SalVentAttn,inter,2,2,-0.0007511775238878879
26,Limbic_SomMot,inter,2,2,-0.0010403598268450408
27,Limbic_Vis,inter,2,2,-0.000569826886047386
